home_elo,away_elo,elo_diff,home_avg_overall,home_max_overall,home_avg_attack,home_avg_defense,home_avg_pace,home_avg_shooting,home_avg_passing,away_avg_overall,away_max_overall,away_avg_attack,away_avg_defense,away_avg_pace,away_avg_shooting,away_avg_passing,overall_diff,attack_diff,defense_diff,home_form_scored,home_form_conceded,home_form_win_rate,away_form_scored,away_form_conceded,away_form_win_rate,is_neutral,is_world_cup,is_continental,home_goals,away_goals,_home_team,_away_team,_date,_tournament,home_trophy_bonus,away_trophy_bonus
1759.244796,1680.227221,79.01757453,78.5,86,79.16666667,78.42857143,76.69230769,66.61538462,65.84615385,77.07142857,85,76.28571429,77.85714286,70.15384615,62.61538462,64.07692308,1.428571429,2.880952381,0.571428571,1.4,1.0,0.4,1.4,1.2,0.2,1,0,0,1,0,Senegal,Cameroon,16-10-2023,Friendly,0.1,0.0
1807.528354,1752.466085,55.06226845,77.35714286,86,78.57142857,77.0,71.0,67.5,74.14285714,70.84615385,89,69.11111111,74.75,67.61538462,61.38461538,62.69230769,6.510989011,9.46031746,2.25,1.8,0.6,0.6,1.6,0.8,0.8,1,0,0,1,1,Algeria,Egypt,16-10-2023,Friendly,0.0,0.2
1482.642446,1534.447742,-51.805296,67.0,73,67.5,66.5,72.5,57.0,61.0,63.2,77,71.5,62.0,74.0,56.5,60.25,3.8,-4.0,4.5,0.3,1.3,0.0,0.3,2.0,0.3,0,0,0,5,3,Curacao,Trinidad and Tobago,17-10-2023,CONCACAF Nations League A,0.0,0.0
1663.724558,1622.794477,40.93008058,76.21428571,80,74.75,76.72727273,75.78571429,61.78571429,68.28571429,71.92857143,77,71.5,71.9,75.92307692,54.84615385,62.30769231,4.285714286,3.25,4.827272727,1.4,0.2,0.6,1.0,2.0,0.0,1,0,0,3,1,Mali,Saudi Arabia,17-10-2023,Friendly,0.0,0.0
1497.943968,1560.41386,-62.46989206,70.28571429,78,70.77777778,69.25,76.78571429,61.35714286,60.92857143,74.0,80,74.71428571,73.55555556,78.21428571,62.57142857,66.42857143,-3.714285714,-3.936507937,-4.305555556,1.0,1.6,0.2,1.2,0.4,0.6,1,0,0,0,0,Angola,democratic republic of congo,17-10-2023,Friendly,0.0,0.0
1697.852412,1644.724666,53.12774597,78.5,83,77.8,78.0,76.92857143,65.35714286,69.5,67.71428571,74,68.125,67.16666667,72.92857143,54.64285714,56.57142857,10.78571429,9.675,10.83333333,0.8,0.8,0.4,0.4,0.4,0.2,0,0,0,1,1,Ivory Coast,South Africa,17-10-2023,Friendly,0.0,0.1
1587.378113,1514.413642,72.964471,69.5,75,69.8,68.5,74.2,57.8,62.3,66.25,74,67.28571429,64.71428571,76.36363636,55.81818182,60.09090909,3.25,2.514286,3.785714,1.2,1.2,0.6,0.5,2.5,0.0,0,0,0,1,2,Cape Verde,Comoros,17-10-2023,Friendly,0.0,0.0
1627.035651,1690.77405,-63.73839901,71.0,71,71.0,71.0,82.0,65.0,63.0,63.38461538,69,63.5,66.0,66.53846154,53.23076923,55.0,7.615384615,7.5,5.0,1.2,3.0,0.2,0.8,1.4,0.0,0,0,0,2,2,Jordan,Iraq,17-10-2023,Friendly tournament,0.2,0.0
1906.452772,1831.27082,75.18195185,85.57142857,89,84.6,86.11111111,71.45454545,74.36363636,80.54545455,78.78571429,81,78.55555556,79.2,75.61538462,70.76923077,71.46153846,6.785714286,6.044444444,6.911111111,1.2,1.8,0.4,2.2,1.0,0.6,1,0,0,2,2,Germany,Mexico,17-10-2023,Friendly,0.1,0.2
1864.360145,1642.982416,221.3777293,70.85714286,82,72.5,68.85714286,72.07142857,61.21428571,64.0,69.07142857,76,71.25,68.2,70.92307692,55.84615385,62.61538462,1.785714286,1.25,0.657142857,2.8,0.4,1.0,0.6,1.4,0.2,1,0,0,4,0,Iran,Qatar,17-10-2023,Friendly tournament,0.1,0.3
1993.251825,1936.617825,56.63399984,85.28571429,90,85.625,84.71428571,77.0,72.07692308,80.07692308,84.35714286,87,84.25,84.22222222,75.5,65.33333333,73.0,0.928571429,1.375,0.492063492,3.2,0.4,0.8,2.2,1.2,0.6,0,0,0,3,1,England,Italy,17-10-2023,European Championship qual,0.25,0.0
1836.160858,1367.286017,468.8748409,79.28571429,85,79.0,80.71428571,70.84615385,65.92307692,72.0,65.16666667,76,61.0,67.0,66.33333333,48.5,59.16666667,14.11904762,18.0,13.71428571,0.6,0.6,0.2,1.2,2.6,0.0,0,0,0,3,0,Morocco,Liberia,17-10-2023,African Nations Cup qualifier,0.5,0.0
1852.763667,1934.449323,-81.6856554,75.42857143,80,75.66666667,75.36363636,75.2,55.9,68.7,78.42857143,84,79.0,77.875,77.0,68.0,68.84615385,-3.0,-3.333333333,-2.511363636,1.6,0.8,0.8,1.2,0.4,0.6,0,0,0,0,0,Ecuador,Colombia,17-10-2023,World Cup qualifier,0.0,0.25
1697.430195,1587.302886,110.1273083,75.57142857,81,76.5,74.4,75.5,65.0,67.14285714,68.64285714,74,68.6,69.14285714,68.83333333,56.41666667,60.33333333,6.928571429,7.9,5.257142857,0.8,1.0,0.2,0.6,2.4,0.0,0,0,0,1,0,Paraguay,Bolivia,17-10-2023,World Cup qualifier,0.0,0.0
2026.251239,1796.546446,229.7047928,86.14285714,91,87.5,85.33333333,84.92307692,73.07692308,77.0,76.92857143,86,75.16666667,77.45454545,75.15384615,66.69230769,72.53846154,9.214285714,12.33333333,7.878787879,1.8,0.6,0.8,1.6,1.2,0.6,0,0,0,4,1,France,Scotland,17-10-2023,Friendly,0.6,0.0
1825.805226,1562.138681,263.6665454,76.07142857,87,76.625,75.16666667,74.0,69.23076923,69.46153846,66.0,66,66.0,66.0,86.0,58.0,60.0,10.07142857,10.625,9.166666667,1.2,0.4,0.4,0.8,0.8,0.6,0,0,0,6,0,South Korea,Vietnam,17-10-2023,Friendly,0.1,0.0
1794.964237,2077.743241,-282.7790038,73.92857143,78,74.0,74.0,68.58333333,66.33333333,66.5,84.14285714,90,85.0,83.11111111,73.61538462,71.23076923,77.69230769,-10.21428571,-11.0,-9.111111111,0.4,1.4,0.2,1.8,0.0,1.0,0,0,0,0,2,Peru,Argentina,17-10-2023,World Cup qualifier,0.0,1.0
1722.719448,1600.603236,122.1162122,67.92857143,72,67.625,68.57142857,69.64285714,57.0,57.0,64.2,68,63.66666667,65.0,68.2,53.2,55.0,3.728571429,3.958333333,3.571428571,1.6,0.8,0.6,1.0,1.0,0.2,0,0,0,3,0,Panama,Guatemala,17-10-2023,CONCACAF Nations League A,0.15,0.0
1898.21549,2026.678793,-128.4633022,81.28571429,88,81.0,81.1,75.38461538,65.07692308,70.76923077,86.14285714,89,85.83333333,86.375,81.58333333,69.25,74.41666667,-4.857142857,-4.833333333,-5.275,2.4,1.2,0.6,2.6,1.4,0.6,0,0,0,2,0,Uruguay,Brazil,17-10-2023,World Cup qualifier,0.1,0.0
1853.801436,1653.902188,199.899248,76.64285714,79,76.85714286,76.375,75.46153846,60.0,67.46153846,77.14285714,85,76.5,77.625,78.28571429,59.35714286,65.78571429,-0.5,0.357142857,-1.25,2.2,1.2,0.4,1.2,1.0,0.4,0,0,0,4,0,United States,Ghana,17-10-2023,Friendly,0.075,0.0
1789.10425,1629.198457,159.9057934,72.85714286,78,71.75,72.83333333,71.07692308,60.15384615,62.92307692,68.0,75,68.625,67.55555556,67.75,59.91666667,64.33333333,4.857142857,3.125,5.277777778,1.2,1.6,0.2,1.0,1.2,0.4,1,0,0,2,0,Australia,New Zealand,17-10-2023,Friendly tournament,0.0,0.1
1905.119932,1761.21496,143.9049725,78.0,81,78.33333333,77.5,78.07692308,65.76923077,72.30769231,72.28571429,81,71.5,72.09090909,71.76923077,61.0,65.53846154,5.714285714,6.833333333,5.409090909,4.4,1.0,1.0,1.4,1.4,0.4,0,0,0,2,0,Japan,Tunisia,17-10-2023,Friendly,0.0,0.0
1557.567621,1536.467921,21.09969962,74.0,80,74.71428571,73.55555556,78.21428571,62.57142857,66.42857143,65.33333333,66,64.0,66.0,71.5,52.5,52.0,8.666666667,10.71428571,7.555555556,1.0,0.4,0.4,1.8,1.0,0.6,0,0,0,2,0,democratic republic of congo,Mauritania,15-11-2023,World Cup qualifier,0.0,0.0
1964.351633,1822.363728,141.9879049,82.64285714,91,83.83333333,82.0,69.4,75.6,78.2,80.0,86,80.8,78.75,62.41666667,72.66666667,73.66666667,2.642857143,3.033333333,3.25,2.6,0.6,0.8,1.8,1.4,0.4,0,0,0,1,0,Belgium,Serbia,15-11-2023,Friendly,0.0,0.0
1613.615646,1842.754824,-229.1391779,70.5,77,72.0,68.5,71.76923077,61.38461538,62.15384615,79.78571429,87,77.0,80.25,71.7,63.0,71.3,-9.285714286,-5.0,-11.75,1.2,0.8,0.6,2.4,1.6,0.4,1,0,0,1,1,Israel,Switzerland,15-11-2023,European Championship qual,0.0,0.0
1774.636289,1856.457617,-81.82132807,72.78571429,77,72.71428571,72.5,70.84615385,65.46153846,64.15384615,75.42857143,80,75.66666667,75.36363636,75.2,55.9,68.7,-2.642857143,-2.952380952,-2.863636364,1.2,0.4,0.6,1.4,0.8,0.6,0,0,0,0,0,Venezuela,Ecuador,16-11-2023,World Cup qualifier,0.0,0.0
1687.086534,1733.316467,-46.22993305,70.07142857,85,68.0,73.33333333,69.46153846,54.38461538,56.30769231,67.92857143,72,67.625,68.57142857,69.64285714,57.0,57.0,2.142857143,0.375,4.761904762,2.0,2.2,0.4,2.2,0.6,0.8,0,0,0,0,3,Costa Rica,Panama,16-11-2023,CONCACAF Nations League A,0.0,0.15
2082.995434,1919.875818,163.1196158,84.14285714,90,85.0,83.11111111,73.61538462,71.23076923,77.69230769,81.28571429,88,81.0,81.1,75.38461538,65.07692308,70.76923077,2.857142857,4.0,2.011111111,1.8,0.0,1.0,2.0,1.0,0.6,0,0,0,0,2,Argentina,Uruguay,16-11-2023,World Cup qualifier,1.0,0.1
1861.492923,1538.32462,323.1683025,76.64285714,79,76.85714286,76.375,75.46153846,60.0,67.46153846,63.2,77,71.5,62.0,74.0,56.5,60.25,13.44285714,5.357142857,14.375,2.6,0.8,0.6,2.0,3.0,0.6,0,0,0,3,0,United States,Trinidad and Tobago,16-11-2023,CONCACAF Nations League A,0.075,0.0
1575.308365,1610.859617,-35.551252,69.5,75,69.8,68.5,74.2,57.8,62.3,70.28571429,78,70.77777778,69.25,76.78571429,61.35714286,60.92857143,-0.785714,-0.977778,-0.75,1.4,1.6,0.6,0.2,1.5,0.0,0,0,0,0,0,Cape Verde,Angola,16-11-2023,World Cup qualifier,0.0,0.0
1504.851322,1802.501506,-297.6501837,62.42857143,70,58.0,63.8,64.66666667,49.33333333,54.83333333,79.64285714,85,78.71428571,80.5,71.92857143,63.35714286,71.0,-17.21428571,-20.71428571,-16.7,0.2,3.2,0.0,1.8,1.0,0.6,0,0,0,0,2,Estonia,Austria,16-11-2023,European Championship qual,0.0,0.0
1482.749032,1629.938421,-147.1893883,61.0,61,61.0,61.0,69.0,40.0,55.0,71.0,71,71.0,71.0,82.0,65.0,63.0,-10.0,-10.0,-10.0,1.4,1.4,0.4,1.2,2.8,0.2,0,0,0,1,1,Tajikistan,Jordan,16-11-2023,World Cup and Asian Cup qual,0.0,0.2
1608.670706,1098.597436,510.0732699,71.92857143,77,71.5,71.9,75.92307692,54.84615385,62.30769231,63.0,63,63.0,63.0,82.0,55.0,57.0,8.928571429,8.5,8.9,1.0,2.2,0.0,0.2,1.8,0.2,0,0,0,4,0,Saudi Arabia,Pakistan,16-11-2023,World Cup and Asian Cup qual,0.0,0.0
1385.271571,1712.323357,-327.0517865,63.0,63,63.0,63.0,76.0,61.0,56.0,66.6,72,67.0,65.25,68.8,53.2,57.2,-3.6,-4.0,-2.25,0.4,1.6,0.0,1.4,1.6,0.4,0,0,0,1,3,Turkmenistan,Uzbekistan,16-11-2023,World Cup and Asian Cup qual,0.0,0.0
1831.558432,1396.648793,434.909639,76.07142857,87,76.625,75.16666667,74.0,69.23076923,69.46153846,55.0,55,55.0,55.0,75.0,50.0,50.0,21.07142857,21.625,20.16666667,2.4,0.2,0.6,1.4,1.0,0.6,0,0,0,5,0,South Korea,Singapore,16-11-2023,World Cup and Asian Cup qual,0.1,0.0
1668.777162,1789.812429,-121.0352675,73.0,86,73.25,72.66666667,69.76923077,59.69230769,62.92307692,76.92857143,86,75.16666667,77.45454545,75.15384615,66.69230769,72.53846154,-3.928571429,-1.916666667,-4.787878788,2.8,2.2,0.4,1.4,1.8,0.4,0,0,0,2,2,Georgia,Scotland,16-11-2023,European Championship qual,0.0,0.0
1507.518693,1798.217238,-290.6985452,65.83333333,71,65.0,70.5,71.4,57.4,50.8,77.07142857,81,77.625,76.0,72.30769231,66.46153846,72.23076923,-11.23809524,-12.625,-5.5,1.0,0.8,0.4,2.0,1.4,0.4,0,0,0,3,0,Azerbaijan,Sweden,16-11-2023,European Championship qual,0.0,0.0
1772.203704,1354.668233,417.535471,77.78571429,91,81.4,75.875,76.14285714,66.28571429,70.28571429,57.33333333,63,57.33333333,59.0,64.66666667,50.33333333,51.0,20.45238095,24.06666667,16.875,3.0,0.6,0.8,0.2,1.8,0.0,0,0,0,2,0,Norway,Faroe Islands,16-11-2023,Friendly,0.0,0.0
1524.195381,1617.503332,-93.30795103,67.0,76,66.75,66.9,69.08333333,48.75,59.83333333,75.71428571,83,77.33333333,74.88888889,69.08333333,63.91666667,69.83333333,-8.714285714,-10.58333333,-7.988888889,1.2,2.4,0.4,0.8,1.8,0.4,0,0,0,4,1,Luxembourg,Bosnia and Herzegovina,16-11-2023,European Championship qual,0.0,0.0
1428.790195,1988.748554,-559.9583588,66.57142857,71,66.4,66.66666667,66.91666667,51.91666667,56.5,84.64285714,89,83.8,85.14285714,70.61538462,72.92307692,81.84615385,-18.07142857,-17.4,-18.47619048,0.2,4.0,0.0,3.2,0.2,0.8,0,0,0,1,3,Cyprus,Spain,16-11-2023,European Championship qual,0.0,0.6
1127.076965,1965.552012,-838.4750462,69.0,69,69.0,69.0,70.0,57.0,69.0,84.71428571,89,85.0,84.0,76.25,73.75,78.5,-15.71428571,-16.0,-15.0,0.2,2.4,0.0,3.8,0.4,1.0,0,0,0,0,2,Liechtenstein,Portugal,16-11-2023,European Championship qual,0.0,0.3
1930.755373,2005.018465,-74.26309158,78.42857143,84,79.0,77.875,77.0,68.0,68.84615385,86.14285714,89,85.83333333,86.375,81.58333333,69.25,74.41666667,-7.714285714,-6.833333333,-8.5,1.0,0.4,0.4,1.8,1.6,0.4,0,0,0,2,1,Colombia,Brazil,16-11-2023,World Cup qualifier,0.25,0.0
1805.013661,1102.614954,702.3987071,77.35714286,86,78.57142857,77.0,71.0,67.5,74.14285714,68.0,68,68.0,68.0,76.0,66.0,61.0,9.357142857,10.57142857,9.0,1.6,0.6,0.4,0.2,2.0,0.0,0,0,0,3,1,Algeria,Somalia,16-11-2023,World Cup qualifier,0.0,0.0
1635.989998,1283.221073,352.7689256,69.07142857,76,71.25,68.2,70.92307692,55.84615385,62.61538462,63.0,63,63.0,63.0,80.0,50.0,58.0,6.071428571,8.25,5.2,0.4,2.2,0.0,0.8,0.6,0.4,0,0,0,8,1,Qatar,Afghanistan,16-11-2023,World Cup and Asian Cup qual,0.3,0.0
1733.836685,1708.521934,25.31475177,74.78571429,81,74.75,74.54545455,70.09090909,58.18181818,66.0,75.57142857,81,76.5,74.4,75.5,65.0,67.14285714,-0.785714286,-1.75,0.145454545,0.6,1.2,0.2,0.6,0.4,0.4,0,0,0,0,0,Chile,Paraguay,16-11-2023,World Cup qualifier,0.0,0.0
1687.87128,1498.564022,189.3072576,63.38461538,69,63.5,66.0,66.53846154,53.23076923,55.0,60.66666667,64,60.66666667,62.0,67.0,42.33333333,50.66666667,2.717948718,2.833333333,4.0,1.2,1.4,0.0,2.8,0.4,0.6,0,0,0,5,1,Iraq,Indonesia,16-11-2023,World Cup and Asian Cup qual,0.0,0.0
1871.352563,1295.623601,575.7289625,70.85714286,82,72.5,68.85714286,72.07142857,61.21428571,64.0,62.25,69,59.5,63.66666667,64.25,36.75,41.5,8.607142857,13.0,5.19047619,2.6,0.2,1.0,3.0,0.8,0.4,0,0,0,4,0,Iran,Hong Kong,16-11-2023,World Cup and Asian Cup qual,0.1,0.0
1646.210702,1456.263369,189.9473327,77.14285714,85,76.5,77.625,78.28571429,59.35714286,65.78571429,68.5,73,65.5,68.25,71.5,58.0,62.16666667,8.642857143,11.0,9.375,1.0,1.6,0.4,1.6,1.0,0.6,0,0,0,1,0,Ghana,Madagascar,17-11-2023,World Cup qualifier,0.0,0.0
1580.379498,1834.68003,-254.3005322,67.91666667,74,71.75,65.71428571,71.58333333,58.41666667,60.16666667,78.78571429,81,78.55555556,79.2,75.61538462,70.76923077,71.46153846,-10.86904762,-6.805555556,-13.48571429,1.6,0.2,0.4,2.0,1.4,0.4,0,0,0,2,0,Honduras,Mexico,17-11-2023,CONCACAF Nations League A,0.0,0.2
1767.452601,1749.843978,17.60862315,79.42857143,90,80.57142857,78.33333333,79.75,73.25,74.625,77.21428571,83,78.0,76.77777778,72.72727273,71.09090909,71.36363636,2.214285714,2.571428571,1.555555556,1.4,1.2,0.4,1.4,1.2,0.4,0,0,0,1,1,Poland,Czech Republic,17-11-2023,European Championship qual,0.0,0.0
2006.66659,1402.911179,603.7554102,85.28571429,90,85.625,84.71428571,77.0,72.07692308,80.07692308,67.6,79,71.5,67.6,67.4,54.6,59.8,17.68571429,14.125,17.11428571,3.0,0.6,0.8,0.4,2.0,0.2,0,0,0,2,0,England,Malta,17-11-2023,European Championship qual,0.25,0.0
1703.663201,1620.08301,83.58019027,75.64285714,81,75.5,75.75,74.0,64.91666667,66.08333333,68.0,75,68.625,67.55555556,67.75,59.91666667,64.33333333,7.642857143,6.875,8.194444444,1.4,1.0,0.4,1.0,1.6,0.4,0,0,0,2,0,Greece,New Zealand,17-11-2023,Friendly,0.0,0.1
1956.653619,1659.519689,297.1339306,83.21428571,89,82.14285714,83.77777778,78.92307692,65.15384615,73.46153846,73.64285714,76,74.5,73.61538462,63.0,52.2,62.3,9.571428571,7.642857143,10.16239316,1.8,1.2,0.6,1.6,1.2,0.4,0,0,0,1,0,Netherlands,Ireland,18-11-2023,European Championship qual,0.1,0.0
1647.152396,1459.874901,187.2774947,67.71428571,74,68.125,67.16666667,72.92857143,54.64285714,56.57142857,67.5,73,67.75,66.57142857,64.8,51.2,56.5,0.214285714,0.375,0.595238095,0.4,0.2,0.2,1.2,1.6,0.0,0,0,0,2,1,South Africa,Benin,18-11-2023,World Cup qualifier,0.1,0.0
2032.985256,1257.850501,775.1347556,86.14285714,91,87.5,85.33333333,84.92307692,73.07692308,77.0,58.0,58,58.0,58.0,65.0,44.5,46.5,28.14285714,29.5,27.33333333,2.0,0.8,0.8,0.0,3.4,0.0,0,0,0,14,0,France,Gibraltar,18-11-2023,European Championship qual,0.6,0.0
1429.870449,1895.088634,-465.2181854,62.16666667,66,65.0,61.8,62.4,53.4,55.6,80.57142857,87,79.5,80.33333333,69.38461538,66.30769231,76.38461538,-18.4047619,-14.5,-18.53333333,0.6,2.6,0.2,1.4,0.6,0.4,0,0,0,0,2,Latvia,Croatia,18-11-2023,European Championship qual,0.0,0.2
1903.043562,1781.739344,121.3042176,85.57142857,89,84.6,86.11111111,71.45454545,74.36363636,80.54545455,78.35714286,85,78.66666667,77.88888889,73.58333333,63.41666667,70.75,7.214285714,5.933333333,8.222222222,1.6,2.0,0.4,2.0,1.0,0.6,0,0,0,2,3,Germany,Turkey,18-11-2023,Friendly,0.1,0.0
1833.506169,1569.127137,264.3790325,79.78571429,87,77.0,80.25,71.7,63.0,71.3,73.92857143,81,73.0,74.16666667,71.38461538,63.92307692,67.30769231,5.857142857,4.0,6.083333333,2.2,1.6,0.2,1.4,1.2,0.4,0,0,0,1,1,Switzerland,Kosovo,18-11-2023,European Championship qual,0.0,0.0
1647.553242,1740.003439,-92.45019691,73.85714286,79,72.81818182,76.0,77.92307692,67.76923077,64.07692308,73.92857143,83,75.33333333,73.54545455,73.0,61.66666667,65.58333333,-0.071428571,-2.515151515,2.454545455,2.0,1.0,0.6,1.8,2.0,0.2,0,0,0,1,2,Jamaica,Canada,18-11-2023,CONCACAF Nations League A,0.0,0.175
1771.667371,1310.088303,461.5790684,78.5,86,79.16666667,78.42857143,76.69230769,66.61538462,65.84615385,53.0,55,55.0,51.0,76.0,41.0,41.0,25.5,24.16666667,27.42857143,1.4,1.0,0.4,0.6,2.2,0.2,0,0,0,4,0,Senegal,South Sudan,18-11-2023,World Cup qualifier,0.1,0.0
1771.272343,1499.964229,271.3081138,77.07142857,81,77.625,76.0,72.30769231,66.46153846,72.23076923,62.42857143,70,58.0,63.8,64.66666667,49.33333333,54.83333333,14.64285714,19.625,12.2,2.0,1.6,0.4,0.2,3.0,0.0,0,0,0,2,0,Sweden,Estonia,19-11-2023,European Championship qual,0.0,0.0
1597.306754,1667.322504,-70.01575067,75.71428571,83,77.33333333,74.88888889,69.08333333,63.91666667,69.83333333,76.21428571,84,74.25,77.1,72.41666667,60.41666667,65.91666667,-0.5,3.083333333,-2.211111111,1.0,2.2,0.4,2.0,1.2,0.6,0,0,0,1,2,Bosnia and Herzegovina,Slovakia,19-11-2023,European Championship qual,0.0,0.0
1965.806399,1553.380896,412.4255033,84.71428571,89,85.0,84.0,76.25,73.75,78.5,71.92857143,76,71.55555556,72.6,70.30769231,63.76923077,66.38461538,12.78571429,13.44444444,11.4,4.0,0.4,1.0,1.8,1.6,0.4,0,0,0,2,0,Portugal,Iceland,19-11-2023,European Championship qual,0.3,0.0
1974.154093,1534.463588,439.6905049,82.64285714,91,83.83333333,82.0,69.4,75.6,78.2,65.83333333,71,65.0,70.5,71.4,57.4,50.8,16.80952381,18.83333333,11.5,2.2,0.6,0.8,1.4,0.6,0.6,0,0,0,5,0,Belgium,Azerbaijan,19-11-2023,European Championship qual,0.0,0.0
1457.172885,1805.565233,-348.3923482,73.66666667,81,68.0,76.5,83.66666667,53.33333333,60.33333333,77.35714286,86,78.57142857,77.0,71.0,67.5,74.14285714,-3.69047619,-10.57142857,-0.5,2.0,1.6,0.6,2.0,0.6,0.6,0,0,0,0,2,Mozambique,Algeria,19-11-2023,World Cup qualifier,0.0,0.0
1989.974004,1674.135993,315.8380111,84.64285714,89,83.8,85.14285714,70.61538462,72.92307692,81.84615385,73.0,86,73.25,72.66666667,69.76923077,59.69230769,62.92307692,11.64285714,10.55,12.47619048,3.8,0.4,1.0,3.2,2.2,0.4,0,0,0,3,1,Spain,Georgia,19-11-2023,European Championship qual,0.6,0.0
1389.194721,1572.597137,-183.4024158,60.75,65,60.75,60.75,80.5,56.75,51.75,74.0,80,74.71428571,73.55555556,78.21428571,62.57142857,66.42857143,-13.25,-13.96428571,-12.80555556,1.0,1.0,0.2,1.0,0.4,0.4,1,0,0,1,0,Sudan,democratic republic of congo,19-11-2023,World Cup qualifier,0.0,0.0
1756.046613,1420.205216,335.8413967,70.84615385,89,69.11111111,74.75,67.61538462,61.38461538,62.69230769,66.08333333,70,67.11111111,63.8,79.33333333,54.66666667,55.5,4.762820513,2.0,10.95,2.0,0.8,0.6,1.2,1.2,0.2,1,0,0,2,0,Egypt,Sierra Leone,19-11-2023,World Cup qualifier,0.2,0.0
1784.453598,1774.856635,9.59696252,76.92857143,86,75.16666667,77.45454545,75.15384615,66.69230769,72.53846154,77.78571429,91,81.4,75.875,76.14285714,66.28571429,70.28571429,-0.857142857,-6.233333333,1.579545455,1.4,2.2,0.2,2.8,0.4,0.8,0,0,0,3,3,Scotland,Norway,19-11-2023,European Championship qual,0.0,0.0
1747.199976,1673.203025,73.99695118,67.92857143,72,67.625,68.57142857,69.64285714,57.0,57.0,70.07142857,85,68.0,73.33333333,69.46153846,54.38461538,56.30769231,-2.142857143,-0.375,-4.761904762,2.4,0.4,0.8,2.0,2.8,0.4,0,0,0,3,1,Panama,Costa Rica,20-11-2023,CONCACAF Nations League A,0.15,0.0
1750.654191,1429.769449,320.8847417,77.21428571,83,78.0,76.77777778,72.72727273,71.09090909,71.36363636,65.0,72,65.4,63.2,62.1,55.0,53.2,12.21428571,12.6,13.57777778,0.8,1.2,0.2,1.0,1.2,0.2,0,0,0,3,0,Czech Republic,Moldova,20-11-2023,European Championship qual,0.0,0.0
1696.378408,1504.301114,192.0772939,78.5,83,77.8,78.0,76.92857143,65.35714286,69.5,69.85714286,77,70.25,69.0,78.42857143,59.42857143,60.78571429,8.642857143,7.55,9.0,2.4,0.4,0.4,1.6,1.8,0.4,1,0,0,2,0,Ivory Coast,Gambia,20-11-2023,World Cup qualifier,0.0,0.0
1534.015265,1865.802278,-331.7870132,63.2,77,71.5,62.0,74.0,56.5,60.25,76.64285714,79,76.85714286,76.375,75.46153846,60.0,67.46153846,-13.44285714,-5.357142857,-14.375,2.0,2.4,0.6,3.0,0.6,0.8,0,0,0,2,1,Trinidad and Tobago,United States,20-11-2023,CONCACAF Nations League A,0.0,0.075
1619.038599,2007.627151,-388.5885524,71.64285714,80,72.0,71.11111111,69.69230769,62.0,62.53846154,85.28571429,90,85.625,84.71428571,77.0,72.07692308,80.07692308,-13.64285714,-13.625,-13.6031746,1.6,1.8,0.4,2.0,0.6,0.8,0,0,0,1,1,North Macedonia,England,20-11-2023,European Championship qual,0.0,0.25
1201.877568,1577.347747,-375.470179,57.0,63,56.5,57.0,67.0,50.0,54.0,69.5,75,69.8,68.5,74.2,57.8,62.3,-12.5,-13.3,-11.5,0.0,0.7,0.0,1.2,1.6,0.4,0,0,0,0,2,Eswatini,Cape Verde,21-11-2023,World Cup qualifier,0.0,0.0
1417.74709,1655.276367,-237.5292772,66.0,66,66.0,66.0,61.0,63.0,65.0,67.71428571,74,68.125,67.16666667,72.92857143,54.64285714,56.57142857,-1.714285714,-2.125,-1.166666667,0.6,1.0,0.0,0.8,0.4,0.4,0,0,0,2,0,Rwanda,South Africa,21-11-2023,World Cup qualifier,0.0,0.1
1467.733059,1838.17778,-370.4447211,66.0,72,66.0,66.0,77.5,66.5,55.0,79.28571429,85,79.0,80.71428571,70.84615385,65.92307692,72.0,-13.28571429,-13.0,-14.71428571,0.6,0.4,0.4,1.2,0.6,0.4,0,0,0,0,2,Tanzania,Morocco,21-11-2023,World Cup qualifier,0.0,0.5
1420.973447,1654.241867,-233.2684202,66.25,74,67.28571429,64.71428571,76.36363636,55.81818182,60.09090909,77.14285714,85,76.5,77.625,78.28571429,59.35714286,65.78571429,-10.89285714,-9.214285714,-12.91071429,1.8,2.0,0.4,1.2,1.6,0.6,0,0,0,1,0,Comoros,Ghana,21-11-2023,World Cup qualifier,0.0,0.0
1502.131991,1773.765132,-271.6331413,68.38461538,78,69.28571429,67.5,74.15384615,54.92307692,56.30769231,78.5,86,79.16666667,78.42857143,76.69230769,66.61538462,65.84615385,-10.11538462,-9.880952381,-10.92857143,1.8,0.8,0.6,2.0,0.8,0.6,0,0,0,0,0,Togo,Senegal,21-11-2023,World Cup qualifier,0.0,0.1
1623.538472,1610.283248,13.25522379,71.0,71,71.0,71.0,82.0,65.0,63.0,71.92857143,77,71.5,71.9,75.92307692,54.84615385,62.30769231,-0.928571429,-0.5,-0.9,1.0,2.8,0.0,1.6,1.8,0.2,0,0,0,0,2,Jordan,Saudi Arabia,21-11-2023,World Cup and Asian Cup qual,0.2,0.0
1582.15675,1833.977962,-251.8212115,71.07142857,76,71.5,70.66666667,79.25,61.25,63.75,76.07142857,87,76.625,75.16666667,74.0,69.23076923,69.46153846,-5.0,-5.125,-4.5,1.2,1.0,0.4,3.2,0.0,0.8,0,0,0,0,3,China,South Korea,21-11-2023,World Cup and Asian Cup qual,0.0,0.1
